sloc1	scate2	ps1	ps1a	as1	clk01	cost1	cash1	dispuser1	dispsub1	realcostuser1	realcostsub1
483	35981	847	1	2	0	0.27	0.26	1	1	1	1
500	23065	11	0	0	0	0.0	0.0	0	0	0	0
502	36014	2	0	0	0	0.0	0.0	0	0	0	0
531	14502	109	35	35	0	8.55	5.7	1	1	1	1
531	8444	59	0	0	0	0.0	0.0	0	0	0	0
5333	609	123	0	0	0	0.0	0.0	0	0	0	0
5334	8855	11	0	0	0	0.0	0.0	0	0	0	0
556	8645	119	0	0	0	0.0	0.0	0	0	0	0
5632	26522	1	0	0	0	0.0	0.0	0	0	0	0
5669	14363	6	0	0	0	0.0	0.0	0	0	0	0
5695	37981	5	0	0	0	0.0	0.0	0	0	0	0
572	111	354	0	0	0	0.0	0.0	0	0	0	0
5722	26513	45	0	0	0	0.0	0.0	0	0	0	0
577	350	9	0	0	0	0.0	0.0	0	0	0	0
5772	34807	1	0	0	0	0.0	0.0	0	0	0	0
5772	611	65	0	0	0	0.0	0.0	0	0	0	0
5845	34806	13	0	0	0	0.0	0.0	0	0	0	0
592	8609	83	19	19	1	0.0	0.0	0	0	0	0
5958	37862	0	0	0	0	0.0	0.0	0	0	0	0
5959	8735	5	0	0	0	0.0	0.0	0	0	0	0
606	26515	77	0	0	0	0.0	0.0	0	0	0	0
618	23065	5	0	0	0	0.0	0.0	0	0	0	0
645	35981	23	0	0	0	0.0	0.0	0	0	0	0
656	118	10	0	0	0	0.0	0.0	0	0	0	0
6700	38117	3	0	0	0	0.0	0.0	0	0	0	0
6700	8442	129	0	0	0	0.0	0.0	0	0	0	0
6718	133	45	0	0	0	0.0	0.0	0	0	0	0
6729	14455	173	0	0	0	0.0	0.0	0	0	0	0
6729	38116	1	0	0	0	0.0	0.0	0	0	0	0
6745	38118	1	0	0	0	0.0	0.0	0	0	0	0
6776	37863	20	0	0	0	0.0	0.0	0	0	0	0
6776	8746	34	0	0	0	0.0	0.0	0	0	0	0
679	36488	15	0	0	0	0.0	0.0	0	0	0	0
6803	23065	15	0	0	0	0.0	0.0	0	0	0	0
6805	36014	2	0	0	0	0.0	0.0	0	0	0	0
686	36011	41	0	0	0	0.0	0.0	0	0	0	0
693	199	30	0	0	0	0.0	0.0	0	0	0	0
696	37866	0	0	0	0	0.0	0.0	0	0	0	0
696	95	297	0	0	0	0.0	0.0	0	0	0	0
697	203	71	0	0	0	0.0	0.0	0	0	0	0
699	26531	8	0	0	0	0.0	0.0	0	0	0	0
699	8719	30	0	0	0	0.0	0.0	0	0	0	0
700	118	62	0	0	0	0.0	0.0	0	0	0	0
7133	311	156	0	0	0	0.0	0.0	0	0	0	0
726	309	8	0	0	0	0.0	0.0	0	0	0	0
728	460	244	211	211	4	12.87	12.87	1	1	1	1
7289	14363	6	0	0	0	0.0	0.0	0	0	0	0
740	37866	16	0	0	0	0.0	0.0	0	0	0	0
740	95	4107	2641	4528	37	76.26	66.52	2	2	1	1
7452	34323	7	0	0	0	0.0	0.0	0	0	0	0
7576	798	15	0	0	0	0.0	0.0	0	0	0	0
7620	798	72	0	0	0	0.0	0.0	0	0	0	0
783	234	338	165	664	6	94.86	63.23	4	5	4	5
791	36014	54	0	0	0	0.0	0.0	0	0	0	0
7921	343	21	0	0	0	0.0	0.0	0	0	0	0
7921	8761	1	0	0	0	0.0	0.0	0	0	0	0
836	35691	1	0	0	0	0.0	0.0	0	0	0	0
845	343	124	0	0	0	0.0	0.0	0	0	0	0
845	8761	10	0	0	0	0.0	0.0	0	0	0	0
858	37866	1	0	0	0	0.0	0.0	0	0	0	0
858	95	2774	0	0	0	0.0	0.0	0	0	0	0
8716	29389	12	0	0	0	0.0	0.0	0	0	0	0
891	207	85	15	15	1	8.42	5.62	0	0	0	0
8973	8493	41	0	0	0	0.0	0.0	0	0	0	0
910	133	76	49	49	1	0.0	0.0	1	1	0	0
9123	26523	9	0	0	0	0.0	0.0	0	0	0	0
914	14363	22	0	0	0	0.0	0.0	0	0	0	0
9146	234	74	0	0	0	0.0	0.0	0	0	0	0
93	102	657	60	60	1	4.13	0.0	0	0	0	0
9363	26518	9	0	0	0	0.0	0.0	0	0	0	0
9409	34806	11	0	0	0	0.0	0.0	0	0	0	0
9422	309	14	0	0	0	0.0	0.0	0	0	0	0
9449	37863	2	0	0	0	0.0	0.0	0	0	0	0
9449	8746	10	0	0	0	0.0	0.0	0	0	0	0
9481	96	958	0	0	0	0.0	0.0	0	0	0	0
952	37861	37	0	0	0	0.0	0.0	0	0	0	0
9529	35721	6	0	0	0	0.0	0.0	0	0	0	0
9551	199	23	0	0	0	0.0	0.0	0	0	0	0
9646	38115	0	0	0	0	0.0	0.0	0	0	0	0
9646	8558	21	0	0	0	0.0	0.0	0	0	0	0
9656	14354	13	0	0	0	0.0	0.0	0	0	0	0
9688	710	222	0	0	0	0.0	0.0	0	0	0	0
9688	97	58	0	0	0	0.0	0.0	0	0	0	0
9704	171	29	0	0	0	0.0	0.0	0	0	0	0
9706	36011	7	0	0	0	0.0	0.0	0	0	0	0
9717	203	293	0	0	0	0.0	0.0	0	0	0	0
9736	26523	17	0	0	0	0.0	0.0	0	0	0	0
9749	8752	5	0	0	0	0.0	0.0	0	0	0	0
979	14326	34	0	0	0	0.0	0.0	0	0	0	0
9799	609	419	0	0	0	0.0	0.0	0	0	0	0
9811	36014	3	0	0	0	0.0	0.0	0	0	0	0
9837	14326	41	2	2	0	2.88	2.88	0	0	0	0
984	26516	117	0	0	0	0.0	0.0	0	0	0	0
9871	35136	36	0	0	0	0.0	0.0	0	0	0	0
9871	37864	0	0	0	0	0.0	0.0	0	0	0	0
9976	26518	7	0	0	0	0.0	0.0	0	0	0	0
9993	171	25	0	0	0	0.0	0.0	0	0	0	0
1	26513	1513	0	0	0	0.0	0.0	0	0	0	0
10015	186	27	0	0	0	0.0	0.0	0	0	0	0
1005	130	150	0	0	0	0.0	0.0	0	0	0	0
10088	113	4	0	0	0	0.0	0.0	0	0	0	0
10088	35984	22	11	11	0	0.0	0.0	1	1	0	0
10097	14455	163	0	0	0	0.0	0.0	0	0	0	0
10097	38116	1	0	0	0	0.0	0.0	0	0	0	0
10106	35136	76	0	0	0	0.0	0.0	0	0	0	0
10106	37864	0	0	0	0	0.0	0.0	0	0	0	0
10134	14363	7	0	0	0	0.0	0.0	0	0	0	0
1016	14001	73	0	0	0	0.0	0.0	0	0	0	0
10171	23065	41	40	40	1	0.0	0.0	1	1	0	0
10266	34806	8	0	0	0	0.0	0.0	0	0	0	0
1029	26518	9	0	0	0	0.0	0.0	0	0	0	0
10291	360	79	0	0	0	0.0	0.0	0	0	0	0
10291	8445	19	0	0	0	0.0	0.0	0	0	0	0
10304	26523	22	0	0	0	0.0	0.0	0	0	0	0
10394	36488	7	0	0	0	0.0	0.0	0	0	0	0
10434	712	19	0	0	0	0.0	0.0	0	0	0	0
10454	350	19	0	0	0	0.0	0.0	0	0	0	0
10461	14379	27	0	0	0	0.0	0.0	0	0	0	0
10513	156	469	326	326	5	30.0	23.58	1	1	1	1
10539	798	34	0	0	0	0.0	0.0	0	0	0	0
1067	8659	167	0	0	0	0.0	0.0	0	0	0	0
1078	26523	129	73	367	5	6.94	4.58	6	6	1	1
1096	37981	15	0	0	0	0.0	0.0	0	0	0	0
11077	38117	0	0	0	0	0.0	0.0	0	0	0	0
11077	8442	2	0	0	0	0.0	0.0	0	0	0	0
11226	36014	1	0	0	0	0.0	0.0	0	0	0	0
11296	111	12	0	0	0	0.0	0.0	0	0	0	0
122	102	1279	382	614	9	46.71	40.54	1	1	1	1
12804	14286	29	19	70	3	23.87	15.91	3	4	1	2
13950	356	4	0	0	0	0.0	0.0	0	0	0	0
14357	35828	8	0	0	0	0.0	0.0	0	0	0	0
172	710	772	0	0	0	0.0	0.0	0	0	0	0
172	97	594	51	51	2	6.65	6.65	0	0	0	0
1734	14455	185	0	0	0	0.0	0.0	0	0	0	0
1734	38116	1	0	0	0	0.0	0.0	0	0	0	0
2032	14255	53	0	0	0	0.0	0.0	0	0	0	0
2032	24056	15	0	0	0	0.0	0.0	0	0	0	0
2032	35694	72	0	0	0	0.0	0.0	0	0	0	0
2032	8692	15	0	0	0	0.0	0.0	0	0	0	0
2038	96	646	0	0	0	0.0	0.0	0	0	0	0
2040	356	15	0	0	0	0.0	0.0	0	0	0	0
2042	23065	14	0	0	0	0.0	0.0	0	0	0	0
2043	37861	0	0	0	0	0.0	0.0	0	0	0	0
2044	36014	21	0	0	0	0.0	0.0	0	0	0	0
2248	798	49	31	37	5	15.48	15.48	1	1	1	1
2292	113	6	0	0	0	0.0	0.0	0	0	0	0
2292	35984	14	0	0	0	0.0	0.0	0	0	0	0
2296	8609	22	0	0	0	0.0	0.0	0	0	0	0
2303	8493	55	0	0	0	0.0	0.0	0	0	0	0
2325	350	90	0	0	0	0.0	0.0	0	0	0	0
2328	14419	31	0	0	0	0.0	0.0	0	0	0	0
2328	771	10	0	0	0	0.0	0.0	0	0	0	0
2329	310	126	0	0	0	0.0	0.0	0	0	0	0
2337	186	34	0	0	0	0.0	0.0	0	0	0	0
2347	130	81	0	0	0	0.0	0.0	0	0	0	0
2364	8658	31	0	0	0	0.0	0.0	0	0	0	0
2371	96	388	67	67	1	8.53	5.69	0	0	0	0
2378	35691	20	0	0	0	0.0	0.0	0	0	0	0
2390	38117	2	0	0	0	0.0	0.0	0	0	0	0
2390	8442	28	0	0	0	0.0	0.0	0	0	0	0
2397	199	31	0	0	0	0.0	0.0	0	0	0	0
2404	118	16	0	0	0	0.0	0.0	0	0	0	0
2422	35691	12	0	0	0	0.0	0.0	0	0	0	0
293	798	17	0	0	0	0.0	0.0	0	0	0	0
296	8735	16	5	5	0	4.24	4.24	0	0	0	0
297	145	46	0	0	0	0.0	0.0	0	0	0	0
3157	35136	51	0	0	0	0.0	0.0	0	0	0	0
3157	37864	0	0	0	0	0.0	0.0	0	0	0	0
3163	36011	41	0	0	0	0.0	0.0	0	0	0	0
3177	26521	13	0	0	0	0.0	0.0	0	0	0	0
319	203	4346	1492	1664	4	72.59	60.95	0	0	0	0
3266	26522	0	0	0	0	0.0	0.0	0	0	0	0
3479	34806	30	0	0	0	0.0	0.0	0	0	0	0
355	26515	37	0	0	0	0.0	0.0	0	0	0	0
357	14255	10	0	0	0	0.0	0.0	0	0	0	0
357	24056	6	0	0	0	0.0	0.0	0	0	0	0
357	35694	24	0	0	0	0.0	0.0	0	0	0	0
357	8692	7	0	0	0	0.0	0.0	0	0	0	0
367	23065	5	0	0	0	0.0	0.0	0	0	0	0
369	36014	1	0	0	0	0.0	0.0	0	0	0	0
37	26516	309	158	445	6	29.26	27.89	3	3	3	3
385	156	1459	918	2123	16	94.04	80.27	2	3	2	2
394	35981	44	0	0	0	0.0	0.0	0	0	0	0
399	14286	20	0	0	0	0.0	0.0	0	0	0	0
400	37981	1	0	0	0	0.0	0.0	0	0	0	0
407	96	246	0	0	0	0.0	0.0	0	0	0	0
413	36014	165	0	0	0	0.0	0.0	0	0	0	0
455	798	11	0	0	0	0.0	0.0	0	0	0	0
463	311	318	79	350	5	8.64	5.51	4	4	1	1
468	712	3	0	0	0	0.0	0.0	0	0	0	0
469	207	10	0	0	0	0.0	0.0	0	0	0	0
483	111	1860	1247	2092	8	69.73	46.48	1	1	1	1
502	8735	16	0	0	0	0.0	0.0	0	0	0	0
505	125	881	778	3192	35	55.47	38.63	5	5	2	2
505	8543	161	116	172	3	36.74	24.48	1	1	1	1
518	37981	22	0	0	0	0.0	0.0	0	0	0	0
520	14000	12	0	0	0	0.0	0.0	0	0	0	0
520	8717	1	0	0	0	0.0	0.0	0	0	0	0
523	14539	21	0	0	0	0.0	0.0	0	0	0	0
531	360	225	12	16	0	1.02	0.96	2	2	1	1
531	8445	117	52	52	1	4.54	3.03	1	1	1	1
5334	14419	28	0	0	0	0.0	0.0	0	0	0	0
5334	771	2	0	0	0	0.0	0.0	0	0	0	0
536	310	30	17	17	0	0.0	0.0	1	1	0	0
556	35981	137	0	0	0	0.0	0.0	0	0	0	0
5632	26523	136	68	68	0	0.0	0.0	1	1	0	0
5633	26513	20	0	0	0	0.0	0.0	0	0	0	0
5669	14526	27	0	0	0	0.0	0.0	0	0	0	0
5695	609	478	0	0	0	0.0	0.0	0	0	0	0
5733	14326	160	0	0	0	0.0	0.0	0	0	0	0
5756	34806	32	0	0	0	0.0	0.0	0	0	0	0
5845	34807	3	0	0	0	0.0	0.0	0	0	0	0
5845	611	112	0	0	0	0.0	0.0	0	0	0	0
5958	37863	1	0	0	0	0.0	0.0	0	0	0	0
5958	8746	4	0	0	0	0.0	0.0	0	0	0	0
5959	156	123	0	0	0	0.0	0.0	0	0	0	0
606	26516	122	60	60	1	12.23	12.23	1	1	1	1
613	22431	120	95	167	3	15.94	10.62	2	2	1	1
613	8516	439	368	2592	14	24.37	16.26	8	8	3	3
629	8645	68	0	0	0	0.0	0.0	0	0	0	0
637	309	78	30	30	1	0.0	0.0	1	1	0	0
645	111	116	75	88	2	1.39	1.39	1	1	0	0
652	203	873	441	691	10	38.55	25.7	1	2	1	1
656	8537	11	0	0	0	0.0	0.0	0	0	0	0
6700	38118	2	0	0	0	0.0	0.0	0	0	0	0
6729	38117	0	0	0	0	0.0	0.0	0	0	0	0
6729	8442	31	0	0	0	0.0	0.0	0	0	0	0
6745	14502	27	0	0	0	0.0	0.0	0	0	0	0
6745	8444	41	0	0	0	0.0	0.0	0	0	0	0
6752	118	25	0	0	0	0.0	0.0	0	0	0	0
6770	35691	4	0	0	0	0.0	0.0	0	0	0	0
6776	35136	57	0	0	0	0.0	0.0	0	0	0	0
6776	37864	0	0	0	0	0.0	0.0	0	0	0	0
6793	203	302	0	0	0	0.0	0.0	0	0	0	0
6805	8735	3	0	0	0	0.0	0.0	0	0	0	0
686	152	26	0	0	0	0.0	0.0	0	0	0	0
686	314	37	0	0	0	0.0	0.0	0	0	0	0
686	36012	6	0	0	0	0.0	0.0	0	0	0	0
696	96	201	0	0	0	0.0	0.0	0	0	0	0
6964	113	18	0	0	0	0.0	0.0	0	0	0	0
6964	35984	43	0	0	0	0.0	0.0	0	0	0	0
699	38115	0	0	0	0	0.0	0.0	0	0	0	0
699	8558	22	0	0	0	0.0	0.0	0	0	0	0
700	8537	203	0	0	0	0.0	0.0	0	0	0	0
710	190	89	54	100	1	1.47	0.96	2	2	0	0
7154	102	78	0	0	0	0.0	0.0	0	0	0	0
726	148	9	0	0	0	0.0	0.0	0	0	0	0
726	36008	10	0	0	0	0.0	0.0	0	0	0	0
728	128	96	55	103	1	0.0	0.0	2	2	0	0
728	26520	24	0	0	0	0.0	0.0	0	0	0	0
728	8546	36	0	0	0	0.0	0.0	0	0	0	0
7289	14526	16	0	0	0	0.0	0.0	0	0	0	0
740	96	7507	6305	36189	76	706.23	591.85	7	7	7	7
7452	35828	7	0	0	0	0.0	0.0	0	0	0	0
7576	186	6	0	0	0	0.0	0.0	0	0	0	0
7620	186	54	0	0	0	0.0	0.0	0	0	0	0
772	14326	472	268	1322	11	47.95	31.96	7	7	2	2
791	8735	64	0	0	0	0.0	0.0	0	0	0	0
801	171	127	0	0	0	0.0	0.0	0	0	0	0
821	133	65	49	92	3	24.66	24.66	2	2	2	2
834	26513	6	0	0	0	0.0	0.0	0	0	0	0
8398	309	6	0	0	0	0.0	0.0	0	0	0	0
858	96	1127	713	3524	21	36.08	23.05	5	5	1	1
8582	133	41	0	0	0	0.0	0.0	0	0	0	0
8601	36488	11	0	0	0	0.0	0.0	0	0	0	0
914	14526	52	0	0	0	0.0	0.0	0	0	0	0
9326	712	18	0	0	0	0.0	0.0	0	0	0	0
9357	196	39	0	0	0	0.0	0.0	0	0	0	0
9357	23087	86	0	0	0	0.0	0.0	0	0	0	0
9409	34807	5	0	0	0	0.0	0.0	0	0	0	0
9409	611	74	3	3	0	1.55	0.94	0	0	0	0
9422	148	10	0	0	0	0.0	0.0	0	0	0	0
9422	36008	127	0	0	0	0.0	0.0	0	0	0	0
944	34323	51	0	0	0	0.0	0.0	0	0	0	0
9449	35136	34	0	0	0	0.0	0.0	0	0	0	0
9449	37864	0	0	0	0	0.0	0.0	0	0	0	0
9481	710	35	0	0	0	0.0	0.0	0	0	0	0
9481	97	72	0	0	0	0.0	0.0	0	0	0	0
952	37862	4	0	0	0	0.0	0.0	0	0	0	0
9530	26513	20	0	0	0	0.0	0.0	0	0	0	0
961	8493	64	0	0	0	0.0	0.0	0	0	0	0
9617	36011	24	0	0	0	0.0	0.0	0	0	0	0
9646	14455	16	0	0	0	0.0	0.0	0	0	0	0
9646	38116	0	0	0	0	0.0	0.0	0	0	0	0
968	26515	32	0	0	0	0.0	0.0	0	0	0	0
9704	8752	8	0	0	0	0.0	0.0	0	0	0	0
9706	152	4	0	0	0	0.0	0.0	0	0	0	0
9706	314	1	0	0	0	0.0	0.0	0	0	0	0
9706	36012	1	0	0	0	0.0	0.0	0	0	0	0
9709	8658	15	0	0	0	0.0	0.0	0	0	0	0
9811	8735	21	0	0	0	0.0	0.0	0	0	0	0
9832	14539	4	0	0	0	0.0	0.0	0	0	0	0
984	26517	13	0	0	0	0.0	0.0	0	0	0	0
9871	168	219	147	352	2	13.97	9.31	1	2	1	2
9871	212	52	0	0	0	0.0	0.0	0	0	0	0
9871	37865	0	0	0	0	0.0	0.0	0	0	0	0
993	29389	45	0	0	0	0.0	0.0	0	0	0	0
9993	8752	6	0	0	0	0.0	0.0	0	0	0	0
10039	14379	26	0	0	0	0.0	0.0	0	0	0	0
10070	26515	5	0	0	0	0.0	0.0	0	0	0	0
10097	38117	0	0	0	0	0.0	0.0	0	0	0	0
10097	8442	20	0	0	0	0.0	0.0	0	0	0	0
10106	168	388	135	135	0	4.88	4.88	0	0	0	0
10106	212	93	0	0	0	0.0	0.0	0	0	0	0
10106	37865	0	0	0	0	0.0	0.0	0	0	0	0
10115	8658	15	0	0	0	0.0	0.0	0	0	0	0
10120	234	244	0	0	0	0.0	0.0	0	0	0	0
10134	14526	35	0	0	0	0.0	0.0	0	0	0	0
10159	133	47	0	0	0	0.0	0.0	0	0	0	0
1016	26531	58	0	0	0	0.0	0.0	0	0	0	0
1016	8719	166	0	0	0	0.0	0.0	0	0	0	0
10184	207	3	0	0	0	0.0	0.0	0	0	0	0
10198	356	12	0	0	0	0.0	0.0	0	0	0	0
10266	34807	4	0	0	0	0.0	0.0	0	0	0	0
10266	611	112	0	0	0	0.0	0.0	0	0	0	0
10291	8608	4	0	0	0	0.0	0.0	0	0	0	0
10387	130	63	0	0	0	0.0	0.0	0	0	0	0
10434	23442	0	0	0	0	0.0	0.0	0	0	0	0
10467	36488	8	0	0	0	0.0	0.0	0	0	0	0
10485	203	322	0	0	0	0.0	0.0	0	0	0	0
10492	133	41	0	0	0	0.0	0.0	0	0	0	0
10506	8645	31	0	0	0	0.0	0.0	0	0	0	0
10539	186	14	0	0	0	0.0	0.0	0	0	0	0
1096	609	525	97	97	2	0.0	0.0	0	0	0	0
11077	38118	0	0	0	0	0.0	0.0	0	0	0	0
11226	8735	2	0	0	0	0.0	0.0	0	0	0	0
12291	125	264	173	173	1	21.8	14.53	1	1	1	1
12291	8543	56	0	0	0	0.0	0.0	0	0	0	0
12804	350	5	0	0	0	0.0	0.0	0	0	0	0
13951	798	23	0	0	0	0.0	0.0	0	0	0	0
16	712	28	0	0	0	0.0	0.0	0	0	0	0
1734	38117	0	0	0	0	0.0	0.0	0	0	0	0
1734	8442	25	0	0	0	0.0	0.0	0	0	0	0
188	14326	3078	1609	8551	41	394.03	315.31	5	7	5	7
2032	8855	11	0	0	0	0.0	0.0	0	0	0	0
2038	710	33	0	0	0	0.0	0.0	0	0	0	0
2038	97	50	0	0	0	0.0	0.0	0	0	0	0
2041	798	60	0	0	0	0.0	0.0	0	0	0	0
2043	37862	0	0	0	0	0.0	0.0	0	0	0	0
2044	8735	40	0	0	0	0.0	0.0	0	0	0	0
2045	145	47	0	0	0	0.0	0.0	0	0	0	0
2047	125	421	378	722	6	18.07	12.05	2	2	1	1
2047	8543	59	0	0	0	0.0	0.0	0	0	0	0
2048	34806	8	0	0	0	0.0	0.0	0	0	0	0
2049	8523	226	158	158	1	0.0	0.0	1	1	0	0
2050	35721	47	0	0	0	0.0	0.0	0	0	0	0
2052	8493	182	65	65	1	0.0	0.0	1	1	0	0
2053	8645	120	0	0	0	0.0	0.0	0	0	0	0
2054	712	30	0	0	0	0.0	0.0	0	0	0	0
2055	207	28	0	0	0	0.0	0.0	0	0	0	0
2247	196	60	0	0	0	0.0	0.0	0	0	0	0
2247	23087	97	82	157	7	0.0	0.0	2	2	0	0
2248	186	16	0	0	0	0.0	0.0	0	0	0	0
2299	171	45	0	0	0	0.0	0.0	0	0	0	0
2302	130	73	0	0	0	0.0	0.0	0	0	0	0
2315	118	30	0	0	0	0.0	0.0	0	0	0	0
2329	311	59	0	0	0	0.0	0.0	0	0	0	0
2342	343	20	0	0	0	0.0	0.0	0	0	0	0
2342	8761	1	0	0	0	0.0	0.0	0	0	0	0
2363	133	79	52	52	0	0.0	0.0	1	1	0	0
2364	8659	130	0	0	0	0.0	0.0	0	0	0	0
2371	710	213	0	0	0	0.0	0.0	0	0	0	0
2371	97	57	0	0	0	0.0	0.0	0	0	0	0
2380	125	656	0	0	0	0.0	0.0	0	0	0	0
2380	8543	42	0	0	0	0.0	0.0	0	0	0	0
2381	34806	14	0	0	0	0.0	0.0	0	0	0	0
2390	38118	0	0	0	0	0.0	0.0	0	0	0	0
2392	26515	8	0	0	0	0.0	0.0	0	0	0	0
2393	37981	5	0	0	0	0.0	0.0	0	0	0	0
2394	14255	19	0	0	0	0.0	0.0	0	0	0	0
2394	24056	16	0	0	0	0.0	0.0	0	0	0	0
2394	35694	33	0	0	0	0.0	0.0	0	0	0	0
2394	8692	17	0	0	0	0.0	0.0	0	0	0	0
2395	41588	1	0	0	0	0.0	0.0	0	0	0	0
2398	234	201	99	115	1	0.0	0.0	1	1	0	0
2404	8537	42	0	0	0	0.0	0.0	0	0	0	0
2408	29389	5	0	0	0	0.0	0.0	0	0	0	0
2501	14354	10	0	0	0	0.0	0.0	0	0	0	0
276	356	40	0	0	0	0.0	0.0	0	0	0	0
291	29389	55	30	30	0	0.0	0.0	1	1	0	0
293	186	10	0	0	0	0.0	0.0	0	0	0	0
296	156	180	125	366	8	0.0	0.0	3	3	0	0
3157	168	235	96	212	9	16.29	13.27	2	2	2	2
3157	212	80	0	0	0	0.0	0.0	0	0	0	0
3157	37865	0	0	0	0	0.0	0.0	0	0	0	0
3163	152	24	0	0	0	0.0	0.0	0	0	0	0
3163	314	15	0	0	0	0.0	0.0	0	0	0	0
3163	36012	8	0	0	0	0.0	0.0	0	0	0	0
3177	26522	0	0	0	0	0.0	0.0	0	0	0	0
3266	26523	109	0	0	0	0.0	0.0	0	0	0	0
3328	8658	38	0	0	0	0.0	0.0	0	0	0	0
3434	34806	12	0	0	0	0.0	0.0	0	0	0	0
3445	26515	23	0	0	0	0.0	0.0	0	0	0	0
3470	29389	33	0	0	0	0.0	0.0	0	0	0	0
3479	34807	16	0	0	0	0.0	0.0	0	0	0	0
3479	611	126	65	116	0	30.08	20.06	2	2	2	2
3489	14286	81	50	50	1	0.0	0.0	1	1	0	0
355	26516	51	0	0	0	0.0	0.0	0	0	0	0
357	8855	6	0	0	0	0.0	0.0	0	0	0	0
362	22431	226	175	268	7	21.68	13.51	1	1	0	0
362	8516	1463	911	1176	10	12.17	9.54	1	1	0	0
369	8735	7	0	0	0	0.0	0.0	0	0	0	0
37	26517	39	0	0	0	0.0	0.0	0	0	0	0
375	35721	22	0	0	0	0.0	0.0	0	0	0	0
394	111	223	169	284	2	42.14	26.37	2	2	2	2
399	350	9	0	0	0	0.0	0.0	0	0	0	0
400	609	86	54	54	1	0.0	0.0	1	1	0	0
407	710	10	0	0	0	0.0	0.0	0	0	0	0
407	97	21	0	0	0	0.0	0.0	0	0	0	0
413	8735	330	86	86	0	7.13	7.13	0	0	0	0
414	145	251	146	424	4	6.19	5.99	3	3	3	3
424	207	156	93	449	3	13.62	9.07	4	6	1	2
428	26515	4	0	0	0	0.0	0.0	0	0	0	0
450	14379	80	34	34	1	0.0	0.0	1	1	0	0
455	186	3	0	0	0	0.0	0.0	0	0	0	0
468	23442	1	0	0	0	0.0	0.0	0	0	0	0
502	156	171	0	0	0	0.0	0.0	0	0	0	0
518	609	718	545	5422	49	154.27	99.37	12	13	4	4
520	14001	2	0	0	0	0.0	0.0	0	0	0	0
531	8608	33	0	0	0	0.0	0.0	0	0	0	0
536	311	17	0	0	0	0.0	0.0	0	0	0	0
537	35721	0	0	0	0	0.0	0.0	0	0	0	0
556	111	479	312	312	2	0.0	0.0	1	1	0	0
572	113	43	0	0	0	0.0	0.0	0	0	0	0
572	35984	86	0	0	0	0.0	0.0	0	0	0	0
5722	26515	13	0	0	0	0.0	0.0	0	0	0	0
5756	34807	15	0	0	0	0.0	0.0	0	0	0	0
5756	611	107	64	64	0	0.76	0.51	1	1	0	0
577	190	5	0	0	0	0.0	0.0	0	0	0	0
5772	118	19	0	0	0	0.0	0.0	0	0	0	0
5928	14286	44	0	0	0	0.0	0.0	0	0	0	0
5936	22431	8	0	0	0	0.0	0.0	0	0	0	0
5936	8516	69	0	0	0	0.0	0.0	0	0	0	0
5958	35136	11	0	0	0	0.0	0.0	0	0	0	0
5958	37864	0	0	0	0	0.0	0.0	0	0	0	0
606	26517	15	4	4	0	0.0	0.0	1	1	0	0
615	29389	2	0	0	0	0.0	0.0	0	0	0	0
629	35981	263	0	0	0	0.0	0.0	0	0	0	0
637	148	33	0	0	0	0.0	0.0	0	0	0	0
637	36008	43	0	0	0	0.0	0.0	0	0	0	0
6700	14502	95	0	0	0	0.0	0.0	0	0	0	0
6700	8444	87	13	13	0	1.31	1.31	0	0	0	0
6729	38118	0	0	0	0	0.0	0.0	0	0	0	0
6745	360	104	0	0	0	0.0	0.0	0	0	0	0
6745	8445	47	0	0	0	0.0	0.0	0	0	0	0
6752	8537	74	0	0	0	0.0	0.0	0	0	0	0
6776	168	348	229	577	7	12.07	10.39	3	3	2	2
6776	212	92	0	0	0	0.0	0.0	0	0	0	0
6776	37865	0	0	0	0	0.0	0.0	0	0	0	0
6805	156	48	0	0	0	0.0	0.0	0	0	0	0
686	15520	46	37	37	2	0.0	0.0	1	1	0	0
6921	14363	5	0	0	0	0.0	0.0	0	0	0	0
693	34323	22	0	0	0	0.0	0.0	0	0	0	0
696	710	20	0	0	0	0.0	0.0	0	0	0	0
696	97	13	0	0	0	0.0	0.0	0	0	0	0
699	14455	60	0	0	0	0.0	0.0	0	0	0	0
699	38116	1	0	0	0	0.0	0.0	0	0	0	0
7133	36011	90	0	0	0	0.0	0.0	0	0	0	0
725	203	115	0	0	0	0.0	0.0	0	0	0	0
728	26521	21	0	0	0	0.0	0.0	0	0	0	0
740	710	725	0	0	0	0.0	0.0	0	0	0	0
740	97	486	0	0	0	0.0	0.0	0	0	0	0
7453	8493	72	0	0	0	0.0	0.0	0	0	0	0
751	8523	274	0	0	0	0.0	0.0	0	0	0	0
771	356	32	0	0	0	0.0	0.0	0	0	0	0
791	156	979	406	406	9	18.08	11.96	0	0	0	0
7921	14326	86	0	0	0	0.0	0.0	0	0	0	0
7951	207	33	0	0	0	0.0	0.0	0	0	0	0
801	8752	33	0	0	0	0.0	0.0	0	0	0	0
811	234	1219	389	1878	13	97.2	63.63	6	7	2	2
8398	148	3	0	0	0	0.0	0.0	0	0	0	0
8398	36008	7	0	0	0	0.0	0.0	0	0	0	0
845	14326	1550	880	2756	15	139.86	117.83	4	4	3	3
858	710	171	47	47	3	0.0	0.0	1	1	0	0
858	97	210	81	88	5	6.07	6.07	1	1	1	1
