sloc1	scate2	platform	clks_one_day
882	97	pc	0
891	125	pc	7
8973	8735	pc	0
910	95	pc	22
93	14001	pc	0
9326	23065	m	0
944	14455	m	1
9481	460	app	5
9517	156	m	0
952	8523	m	74
9529	96	app	1
9617	34806	app	0
9688	14455	pc	1
9749	14000	app	1
9811	111	app	0
9832	190	app	0
9837	15520	pc	0
9871	14000	pc	0
993	609	pc	3
10106	14455	app	0
10120	8735	app	0
1016	128	pc	1
1016	8546	pc	0
10171	15520	pc	0
102	125	app	100
102	130	pc	41
102	14379	m	14
102	8543	app	17
10260	125	m	4
1029	36488	pc	0
10291	310	m	2
1039	35691	m	0
10394	460	m	0
10485	14000	pc	0
1057	22431	app	1
1057	95	pc	9
11296	156	pc	0
12291	95	pc	11
12804	8523	pc	0
135	35828	app	0
14357	168	app	1
14357	212	app	0
158	14286	app	20
158	171	m	10
158	26531	pc	20
18	190	app	31
18	23065	m	110
18	8442	pc	7
188	35136	app	60
2	133	m	13
2	311	app	29
2015	133	m	14
2015	14455	m	43
2015	311	app	6
202	14286	app	20
202	171	m	9
202	26531	pc	7
202	8719	pc	6
2032	125	m	17
2032	8543	m	1
2037	96	pc	3
2038	14526	pc	0
2039	360	app	2
2040	207	m	0
2041	95	app	9
2042	203	app	1
2192	168	pc	0
2192	212	pc	3
222	133	m	6
222	311	app	3
2248	96	app	12
228	168	pc	37
228	207	app	1
228	212	pc	5
2302	8493	pc	0
2323	360	pc	0
2328	310	pc	2
2328	460	m	7
2329	14455	app	3
2346	125	app	0
2346	130	pc	1
2350	14000	app	5
2354	168	pc	8
2354	212	pc	0
2372	360	app	0
2373	350	app	0
2373	8558	pc	1
2408	234	app	0
241	8523	m	152
276	14326	pc	5
291	234	app	5
293	96	app	3
296	8558	app	0
297	609	m	2
3	35721	app	5
3	8659	m	17
3177	609	app	21
319	14502	app	14
3237	125	app	2
3237	130	pc	0
3328	111	pc	11
3350	710	pc	0
3359	14000	app	6
342	125	pc	58
342	8543	pc	22
342	8855	m	0
3470	234	app	2
3479	8523	pc	0
362	8493	m	1
37	609	pc	126
385	14455	app	10
399	156	m	1
4	35984	m	11
403	8523	m	14
409	8558	pc	0
413	26531	app	7
414	26521	app	0
414	37981	m	2
450	130	m	2
450	8516	pc	11
455	96	app	5
497	111	m	7
5	8493	app	13
500	14502	m	0
505	34806	pc	0
518	35694	pc	1
518	8692	pc	0
531	14326	app	5
5334	310	pc	0
5334	460	m	3
541	111	m	21
541	29389	pc	0
541	34323	app	1
5653	8523	m	9
5695	14502	m	0
572	102	pc	2
5733	168	app	5
5733	212	app	0
5756	8523	pc	2
592	96	m	43
5928	8735	m	0
5942	360	pc	0
5958	156	pc	0
606	609	pc	47
637	14000	pc	4
652	8444	app	1
679	207	app	1
679	212	pc	0
686	14000	app	7
693	111	app	3
6964	8516	app	16
700	14379	pc	0
710	203	m	15
7133	36008	pc	0
7133	8537	m	0
751	14526	pc	0
771	14326	pc	0
772	168	app	73
772	212	app	6
79	360	pc	37
79	36488	m	29
79	8445	pc	12
791	8558	app	1
801	156	app	45
831	14455	pc	0
837	35984	m	1
8481	8493	app	0
8760	125	pc	0
882	14419	m	0
891	186	m	0
901	96	pc	15
910	35694	m	2
910	8537	app	0
914	234	m	5
93	199	m	0
933	14326	pc	0
9472	14455	pc	0
9517	111	m	0
952	14286	m	7
952	8735	pc	2
9551	111	app	3
9551	234	pc	0
9551	35694	m	0
9717	360	app	0
979	95	app	1
9811	8558	app	0
9832	14000	m	2
9837	95	app	1
984	309	m	1
9854	360	m	0
10088	15520	m	0
10171	95	app	2
102	203	pc	145
10229	156	app	4
10260	96	app	0
1029	8493	app	0
10291	360	pc	0
10387	14000	pc	0
10513	156	pc	0
1057	8537	app	0
1086	609	pc	8
1096	22431	m	0
122	15520	m	4
12291	8537	app	0
12804	8746	m	0
135	14455	m	29
158	14526	pc	11
16	311	m	0
172	310	m	26
172	611	pc	47
188	34323	pc	11
188	8658	app	0
2	14326	pc	59
202	14526	pc	18
2032	96	app	19
2037	125	pc	3
2037	8543	pc	1
2039	8523	pc	4
2041	14000	pc	3
2049	8735	m	0
2053	14326	app	13
2053	35136	m	1
2053	460	pc	9
2054	311	m	0
2192	26523	pc	0
222	14326	pc	22
2248	125	app	0
2248	8543	app	0
2307	130	m	0
2315	168	m	7
2319	128	m	0
2337	14286	app	0
2346	203	pc	4
2354	26523	pc	0
2363	8608	app	0
2372	8523	pc	2
2373	35694	pc	0
2389	14379	app	0
2395	203	app	2
241	14286	m	12
241	8735	pc	13
265	199	app	3
293	130	pc	0
297	196	m	0
297	23087	m	4
3	168	app	222
3	212	app	44
304	34806	m	4
3163	96	pc	4
3237	203	pc	4
3251	34806	pc	0
330	156	pc	20
342	186	m	6
355	234	app	4
357	96	app	17
37	196	pc	19
37	23087	pc	44
4	8442	m	9
403	14286	m	0
403	8735	pc	1
408	8523	pc	1
413	14526	app	11
414	207	pc	30
450	203	m	36
455	125	app	0
455	8543	app	0
463	168	pc	35
463	212	pc	8
463	8609	m	0
471	460	app	15
497	156	app	18
497	8558	m	2
5	15520	pc	1
5	36008	app	0
505	14502	pc	2
523	23065	app	20
541	156	app	96
541	8558	m	7
556	26516	app	0
5653	8735	pc	0
572	26523	pc	0
5772	168	m	7
5772	212	m	1
5898	310	app	0
592	125	m	16
592	8543	m	1
606	196	pc	9
606	23087	pc	15
629	128	pc	1
629	8546	pc	1
656	96	m	13
6729	8493	m	0
6752	95	m	0
6760	14455	m	4
6776	36012	m	0
686	97	pc	0
693	8558	app	2
697	8523	pc	0
700	96	m	54
710	130	app	0
7133	95	pc	10
722	128	app	0
722	133	pc	0
722	8546	app	0
725	22431	app	0
7303	14455	pc	0
740	34806	pc	0
751	8735	m	0
7620	14286	app	0
771	133	app	2
772	35828	pc	0
783	26523	app	0
79	310	app	14
79	35691	pc	1
801	111	app	7
801	234	pc	1
811	37981	m	0
836	168	app	0
836	212	app	1
837	8442	m	3
845	34323	pc	5
858	34806	pc	0
8694	14455	app	3
872	14000	pc	4
891	14379	pc	0
901	125	pc	7
901	8543	pc	2
9146	14502	pc	0
9389	14455	m	1
944	14455	app	1
9481	611	pc	0
9517	156	app	0
952	8523	app	67
9688	311	m	0
9717	8523	pc	0
977	128	m	0
977	311	pc	0
977	8546	m	0
9799	35691	m	0
9837	14000	pc	0
984	102	m	2
1	310	pc	100
1	460	m	590
10171	14000	pc	2
10198	310	pc	1
10198	460	m	13
102	14379	app	12
102	41588	m	7
10229	35694	m	0
10260	125	app	1
10260	130	pc	0
10291	310	app	1
1039	35691	app	1
1039	710	pc	0
10394	460	app	0
10434	128	pc	0
10461	96	m	6
10564	96	pc	4
1067	14000	m	9
1086	196	pc	0
1096	8537	m	0
11077	14000	m	0
13950	128	m	0
147	34806	pc	4
158	171	app	6
158	8735	m	4
16	8608	pc	0
172	360	pc	43
172	36488	m	3
172	8445	pc	11
18	23065	app	31
18	26518	pc	0
188	156	pc	90
2	133	app	15
2015	133	app	11
2015	14455	app	29
202	171	app	12
202	8735	m	2
2032	125	app	4
2032	130	pc	0
2032	8543	app	0
2040	168	pc	2
2040	212	pc	0
2041	190	m	0
2044	128	pc	0
2044	8546	pc	0
2045	118	pc	0
2047	130	m	0
2047	8516	pc	0
2052	35691	pc	0
2054	8608	pc	0
2055	168	m	5
2055	212	m	1
222	133	app	4
2247	95	pc	6
2248	14363	pc	0
2248	203	pc	1
2284	8735	m	0
2292	8493	m	0
2303	199	m	0
2307	203	m	7
2315	26523	m	0
2328	460	app	8
2337	14526	pc	0
2373	156	m	22
2380	130	m	0
2380	8516	pc	0
2389	609	m	5
2394	14000	pc	0
2398	207	pc	0
241	8523	app	107
265	14001	m	0
276	8608	m	0
293	203	pc	0
297	609	app	5
3	14539	m	3
3	35828	pc	90
3	8659	app	10
304	14502	m	1
3163	125	pc	0
3163	8543	pc	0
3177	8692	pc	0
3266	14502	m	0
330	111	pc	69
3328	35694	pc	1
342	14379	pc	9
342	8855	app	0
3445	311	pc	0
3445	8546	m	0
3453	35691	m	0
357	8543	app	0
362	8493	app	0
394	234	m	1
399	156	app	2
4	113	app	0
4	35984	app	7
403	8523	app	16
408	14286	pc	0
409	156	m	11
413	128	pc	8
413	8546	pc	8
414	118	pc	0
414	37981	app	2
424	168	m	82
424	212	m	3
428	311	pc	0
450	130	app	4
455	203	pc	0
463	8659	pc	6
497	111	app	8
497	234	pc	1
500	14502	app	0
5334	460	app	1
541	111	app	25
541	234	pc	77
556	234	m	1
5653	8523	app	9
5722	128	m	0
5722	311	pc	0
592	96	app	33
5928	8735	app	0
637	15520	m	0
656	125	m	3
686	14419	m	0
6964	8493	m	0
700	125	m	12
700	41588	pc	0
700	8543	m	0
710	203	app	12
7133	8537	app	0
7289	234	app	0
740	14502	pc	3
740	8444	pc	0
7620	14526	pc	0
771	8608	m	3
79	36488	app	0
7921	156	pc	3
7951	168	m	3
7951	212	m	1
801	26516	m	0
811	207	pc	1
837	35984	app	2
845	156	pc	54
8716	34806	pc	0
882	14419	app	0
891	96	m	139
910	35694	app	4
914	234	app	5
93	199	app	1
9357	96	pc	7
9422	14326	pc	0
9472	311	m	0
9481	360	pc	0
9517	111	app	0
952	14286	app	9
952	26531	pc	1
9530	460	m	6
9551	35694	app	0
9617	125	pc	1
9617	8543	pc	0
9832	14000	app	1
984	26523	m	6
984	309	app	1
984	314	pc	1
1	36488	pc	20
10015	96	pc	3
10088	14000	m	7
10115	8523	pc	0
102	38118	pc	0
10260	203	pc	1
1029	34807	pc	0
1039	14286	pc	0
1039	37863	m	0
10461	125	m	5
10506	35691	pc	0
10539	95	pc	0
10564	125	pc	2
10564	8543	pc	0
1057	36008	m	1
1078	35691	m	0
1096	22431	app	0
122	14000	m	234
122	14419	pc	9
122	15520	app	5
122	8717	m	0
12804	14354	m	0
12804	8746	app	0
135	14455	app	14
13951	168	pc	1
13951	212	pc	0
147	14502	pc	9
147	8444	pc	0
16	133	m	1
16	311	app	0
172	310	app	20
172	35691	pc	2
18	113	m	0
18	35984	m	2
188	111	pc	61
2	35136	pc	2
2	8608	m	13
2032	203	pc	8
2040	26523	pc	0
2041	15520	m	0
2046	190	pc	0
2047	203	m	23
2049	8735	app	0
2052	36488	app	0
2053	35136	app	1
2054	14455	m	13
2054	311	app	4
222	8608	m	1
2296	14000	pc	1
2303	14326	pc	1
2307	130	app	1
2315	168	app	4
2319	14455	pc	0
2329	8608	app	0
2363	23087	pc	1
2373	111	m	3
2378	156	pc	9
2378	23087	m	2
2378	350	m	0
2380	203	m	17
2393	168	pc	0
2393	212	pc	0
2397	8546	pc	0
241	14286	app	9
241	171	m	4
241	26531	pc	8
2422	156	pc	29
265	14363	m	0
265	8645	app	0
296	234	m	0
297	196	app	0
297	23087	app	2
304	34806	app	2
3209	14326	m	0
330	8558	pc	3
3328	156	m	11
342	186	app	1
342	96	m	828
3479	171	pc	0
357	203	pc	2
362	15520	pc	0
367	8516	app	0
375	14455	pc	2
399	234	pc	0
4	26518	m	1
4	309	pc	60
4	8442	app	9
400	95	pc	0
403	14286	app	0
450	203	app	33
463	8609	app	0
471	310	m	12
471	611	pc	5
483	609	pc	84
497	145	pc	0
497	8558	app	1
5	14000	pc	21
5	8717	pc	2
502	234	m	0
518	95	pc	7
537	14455	pc	0
541	26516	m	0
541	8558	app	14
5632	35691	m	0
5695	96	pc	16
572	309	m	0
5772	168	app	21
5772	212	app	1
5898	611	m	0
592	125	app	18
592	130	pc	3
592	8543	app	2
5942	611	m	0
645	609	pc	3
656	96	app	0
669	207	pc	3
6718	95	m	2
6729	8493	app	0
6745	8523	m	7
6752	95	app	0
6760	14455	app	5
6921	310	pc	1
700	96	app	104
710	8516	m	6
722	311	m	1
79	611	m	62
791	234	m	0
811	37981	app	0
821	168	m	19
821	212	m	6
837	309	pc	23
837	8442	app	3
845	111	pc	14
8582	168	m	5
8582	212	m	1
8760	96	m	16
882	97	m	0
891	125	m	56
8973	8735	m	0
910	190	pc	1
910	95	m	34
9357	125	pc	0
9389	14455	app	2
9688	14455	m	4
9688	311	app	0
977	128	app	0
9799	35691	app	0
9811	234	m	1
984	102	app	6
9871	14000	m	7
993	609	m	2
1	460	app	297
10015	125	pc	0
10015	8543	pc	0
10120	128	pc	0
10120	8546	pc	0
10159	360	pc	0
1016	128	m	1
1016	311	pc	0
10171	15520	m	0
10198	460	app	1
102	130	m	22
102	22431	pc	21
102	41588	app	2
102	8516	pc	91
10229	35694	app	0
1029	36488	m	0
10394	611	pc	0
10461	96	app	4
10485	14000	m	11
10492	360	pc	0
10513	35694	pc	0
1057	190	pc	1
1057	95	m	27
1067	14000	app	3
11296	156	m	0
12291	190	pc	3
12291	95	m	15
12804	8523	m	1
13950	14455	pc	0
13951	8659	pc	0
158	26531	m	15
158	8735	app	11
16	14326	pc	3
18	8442	m	3
188	8558	pc	17
202	26531	m	13
202	8719	m	2
202	8735	app	6
2037	96	m	30
2041	190	app	1
2047	130	app	0
2053	34323	pc	1
2055	168	app	40
2055	212	app	1
2192	168	m	0
2192	212	m	4
228	168	m	76
228	212	m	12
2284	8735	app	0
2299	128	pc	0
2299	8546	pc	0
2307	203	app	4
2328	310	m	2
2328	611	pc	1
2346	130	m	0
2346	8516	pc	0
2354	168	m	18
2354	212	m	1
2363	36011	pc	0
2373	156	app	21
2373	8558	m	0
2378	111	pc	2
2380	130	app	1
2389	609	app	4
2392	128	app	0
2392	14455	pc	0
2404	14000	pc	0
241	14526	pc	6
2422	111	pc	20
276	14326	m	11
291	207	pc	1
3	14539	app	1
304	14502	app	4
304	8761	m	0
3237	130	m	0
3237	8516	pc	1
3266	14502	app	1
3328	111	m	8
3350	710	m	0
342	125	m	774
342	8543	m	8
3445	14455	pc	1
3453	35691	app	0
3479	8523	m	4
37	609	m	609
385	609	pc	18
394	234	app	3
399	8558	app	0
4	102	pc	43
409	156	app	0
424	168	app	53
424	212	app	2
450	8493	pc	1
450	8516	m	43
471	360	pc	5
483	196	pc	26
483	23087	pc	8
518	35694	m	1
531	156	pc	8
5334	310	m	0
5334	611	pc	0
541	29389	m	0
556	234	app	1
5695	125	pc	6
5695	8543	pc	0
572	102	m	6
5722	128	app	0
5722	133	pc	0
5722	14455	pc	2
5722	8546	app	0
5756	8523	m	4
592	203	pc	8
5942	29389	m	0
5958	156	m	0
5959	609	pc	0
606	609	m	105
623	460	pc	2
637	14000	m	14
637	15520	app	0
645	23087	pc	0
648	360	m	0
656	125	app	1
669	118	pc	0
6718	15520	pc	0
6745	8735	pc	0
6752	14000	pc	0
6770	111	pc	0
679	212	m	5
6964	8493	app	2
698	8558	m	0
700	125	app	7
700	130	pc	2
700	8543	app	1
7133	36008	m	0
722	8608	pc	4
7303	8608	pc	0
7468	35691	app	0
751	14526	m	1
771	14326	m	0
771	8608	app	5
772	14455	pc	4
79	360	m	45
79	37863	pc	2
79	8445	m	16
7921	8558	pc	0
7951	168	app	1
7951	212	app	2
811	8609	pc	0
831	14455	m	1
837	102	pc	17
845	350	app	0
845	8558	pc	14
8760	125	m	1
891	96	app	64
901	96	m	40
933	14326	m	2
9472	14455	m	0
952	8735	m	2
9530	460	app	6
9551	234	m	0
9656	96	pc	0
9799	14286	pc	0
984	26523	app	10
10039	14000	pc	0
10088	14000	app	4
102	203	m	434
10291	360	m	2
10387	14000	m	3
10461	125	app	2
10461	130	pc	0
10513	156	m	0
1057	15520	pc	1
1057	36008	app	0
1078	35691	app	1
1078	710	pc	1
1086	609	m	9
122	14000	app	65
122	8717	app	0
12804	14354	app	0
12804	8735	pc	0
158	14526	m	5
16	133	app	2
172	611	m	102
1734	34806	pc	0
18	113	app	3
18	35984	app	2
188	34323	m	15
2	14326	m	99
2	8608	app	27
202	14526	m	7
2037	125	m	10
2037	8543	m	0
2039	8523	m	9
2041	14000	m	6
2041	15520	app	0
2047	14363	app	0
2047	203	app	23
2053	310	pc	2
2053	460	m	43
2054	14455	app	9
2192	26523	m	0
222	14326	m	35
222	8608	app	2
2248	130	m	0
228	35721	app	0
2307	8493	pc	0
2325	14379	pc	0
2328	360	pc	1
2346	203	m	24
2354	26523	m	0
2372	8523	m	6
2373	111	app	4
2373	234	pc	0
2373	35694	m	1
2378	23087	app	1
2378	350	app	0
2378	8558	pc	4
2380	203	app	16
241	171	app	3
241	8735	m	4
2422	8558	pc	3
265	14363	app	1
293	130	m	0
293	8516	pc	0
296	234	app	1
3	14455	pc	34
3	38116	pc	0
3163	96	m	15
3177	95	pc	6
319	199	pc	8
3209	460	pc	0
3237	203	m	15
3251	34806	m	1
3266	96	pc	8
330	156	m	56
3328	156	app	8
3328	8558	m	0
342	96	app	430
355	207	pc	1
362	14000	pc	20
37	196	m	59
37	23087	m	265
385	196	pc	0
385	23087	pc	0
4	26518	app	1
4	26523	pc	28
403	8735	m	0
408	8523	m	1
409	234	pc	0
414	207	m	11
424	35828	pc	2
463	168	m	41
463	212	m	13
471	310	app	15
471	35691	pc	0
502	234	app	0
505	14502	m	0
531	111	pc	2
5334	360	pc	1
536	14326	app	0
541	26516	app	0
5632	35691	app	1
5653	8735	m	0
572	26523	m	0
572	309	app	0
5898	611	app	0
5928	712	pc	0
5942	611	app	0
5958	111	m	0
606	196	m	11
606	23087	m	42
629	128	m	0
629	8546	m	0
656	203	pc	0
6718	95	app	4
6745	8523	app	18
6788	14286	app	0
697	8523	m	0
700	203	pc	8
710	8516	app	7
7133	190	pc	1
7133	95	m	28
722	133	m	1
722	311	app	3
728	168	pc	14
728	207	app	0
7303	133	m	0
7303	14455	m	2
7303	311	app	0
740	34806	m	0
7468	14286	pc	0
772	35828	m	0
776	14326	pc	0
79	34807	app	0
79	35691	m	3
79	611	app	26
791	234	app	0
801	234	m	3
821	168	app	38
821	212	app	4
836	14455	pc	0
837	26523	pc	17
845	34323	m	13
8582	168	app	18
8582	212	app	1
872	14000	m	9
8760	96	app	15
882	97	app	0
8854	14286	pc	0
891	125	app	8
891	130	pc	2
8973	8735	app	0
901	125	m	10
910	23065	pc	1
910	95	app	56
93	14001	app	0
944	609	pc	2
9481	611	m	0
9617	96	m	1
9656	125	pc	2
9656	8543	pc	0
9687	310	pc	0
9688	133	app	0
9688	14455	app	2
9717	8523	m	2
977	311	m	0
9811	234	app	0
9837	14000	m	5
9837	15520	app	0
9871	14000	app	1
993	609	app	2
993	8537	pc	0
1	310	m	61
1	34807	pc	27
1	611	pc	118
1005	199	pc	0
1016	128	app	0
1016	14455	pc	2
1016	8546	app	0
10171	14000	m	8
10171	15520	app	0
10198	310	m	1
10198	611	pc	0
102	130	app	26
10229	234	m	0
10260	130	m	0
10260	8516	pc	1
1029	36488	app	0
10434	128	m	0
10448	460	pc	0
10461	203	pc	1
10485	14000	app	2
10552	8558	pc	0
10564	96	m	16
1057	95	app	30
1078	14286	pc	0
1086	22431	pc	0
11296	156	app	0
122	710	pc	11
122	97	pc	1
12291	95	app	33
12804	8523	app	4
147	34806	m	1
158	26531	app	21
16	35136	pc	0
172	360	m	63
172	37863	pc	1
172	8445	m	20
18	26518	m	1
18	309	pc	16
18	8442	app	6
188	156	m	304
188	26516	pc	3
202	26531	app	12
202	8719	app	5
2032	130	m	0
2032	8516	pc	0
2037	96	app	33
2039	8735	pc	0
2040	168	m	5
2040	212	m	1
2044	128	m	0
2044	8546	m	0
2045	118	m	0
2046	14000	pc	1
2047	8493	pc	0
2047	8516	m	2
2052	35691	m	2
2054	8608	m	0
2192	168	app	0
2192	212	app	3
2247	190	pc	0
2247	95	m	14
2248	14363	m	0
2248	203	m	9
228	168	app	62
228	212	app	6
2302	8493	app	0
2328	310	app	2
2337	14526	m	0
2342	14326	pc	0
2346	130	app	0
2354	168	app	32
2354	212	app	0
2372	8735	pc	0
2373	8558	app	1
2378	35694	pc	0
2380	8493	pc	0
2380	8516	m	5
2394	14000	m	3
2398	207	m	0
2422	35694	pc	0
265	460	pc	39
276	14326	app	14
293	203	m	0
3	35828	m	19
304	8761	app	0
3163	125	m	7
3163	8543	m	0
3237	130	app	0
3266	125	pc	8
330	111	m	7
3328	111	app	7
3328	234	pc	1
3328	35694	m	2
3350	710	app	0
342	125	app	68
342	130	pc	48
342	14379	m	5
342	8543	app	11
3445	311	m	0
3479	8523	app	5
3489	128	pc	0
357	130	m	0
369	128	m	0
37	609	app	161
37	8537	pc	7
397	14502	app	0
407	14502	m	0
408	14286	m	0
408	8735	pc	0
413	128	m	17
413	311	pc	28
413	8546	m	2
414	118	m	0
414	35721	pc	5
450	8516	app	51
455	203	m	0
463	8659	m	3
468	168	pc	0
468	212	pc	0
471	36488	app	0
497	234	m	1
505	34806	app	0
518	35694	app	1
523	102	pc	0
531	8558	pc	2
5334	310	app	0
537	35828	app	0
541	14354	pc	7
541	234	m	26
541	29389	app	0
5632	14286	pc	0
5633	611	pc	0
5669	207	pc	0
572	102	app	11
5756	8523	app	10
5845	111	pc	1
5928	8546	pc	0
5942	29389	app	0
5942	360	app	0
5958	156	app	0
606	609	app	30
606	8537	pc	0
637	14000	app	11
648	360	app	0
6718	14000	pc	0
679	212	app	1
697	8735	pc	0
698	8558	app	0
7133	15520	pc	0
7133	36008	app	0
7154	97	pc	0
722	14326	pc	4
740	14502	m	2
740	8444	m	4
751	14526	app	0
7620	14526	m	1
771	14326	app	0
783	186	pc	0
79	360	app	45
79	8445	app	19
7921	156	m	9
811	207	m	0
831	14455	app	0
845	156	m	226
845	26516	pc	1
8760	125	app	0
8760	130	pc	0
891	203	pc	5
901	96	app	19
914	207	pc	0
9326	168	pc	0
9326	212	pc	0
933	14326	app	0
9357	96	m	79
9363	14326	pc	0
9422	14326	m	0
9472	14455	app	1
9481	360	m	0
952	26531	m	2
952	8735	app	4
9551	234	app	1
9617	125	m	18
9617	8543	m	0
9704	609	pc	2
9717	8735	pc	0
9736	14326	app	0
9736	460	pc	0
984	314	m	1
1	360	pc	192
1	36488	m	18
1	8445	pc	56
10015	96	m	21
10115	8523	m	0
10198	360	pc	0
102	203	app	325
102	37861	pc	4
102	38118	m	0
10260	203	m	2
10291	360	app	0
10387	14000	app	1
1039	14286	m	0
10506	35691	m	0
10513	156	app	0
10539	190	pc	0
10539	95	m	2
10564	125	m	5
1057	14000	pc	6
1086	609	app	9
1086	8537	pc	0
1096	190	pc	0
122	14419	m	6
12291	14000	pc	3
135	609	pc	35
13951	168	m	3
13951	212	m	2
147	14502	m	4
147	8444	m	1
158	14526	app	17
172	35691	m	9
172	611	app	31
18	102	pc	25
188	111	m	266
188	29389	pc	3
188	34323	app	10
2	14326	app	49
2	35136	m	2
2015	23087	pc	5
202	14526	app	24
2032	203	m	24
2037	125	app	6
2037	130	pc	1
2037	8543	app	1
2039	8523	app	7
2040	26523	m	0
2041	14000	app	6
2045	168	pc	18
2045	212	pc	2
2049	128	pc	0
2049	8546	pc	0
2053	460	app	44
222	14326	app	17
222	350	pc	0
2248	130	app	0
228	35828	pc	0
2296	14000	m	2
2303	14326	m	3
2319	14455	m	3
2319	311	app	0
2342	199	app	0
2346	14363	app	0
2346	203	app	17
2354	26523	app	0
2363	156	pc	9
2363	23087	m	4
2372	8523	app	12
2373	35694	app	0
2378	156	m	39
2393	212	m	1
241	26531	m	14
241	8735	app	8
2422	156	m	47
293	130	app	0
297	95	pc	7
3	26517	pc	0
3163	96	app	16
3184	460	pc	1
3237	203	app	15
3251	34806	app	0
330	156	app	49
330	8558	m	1
3350	26531	pc	0
342	203	pc	123
3445	8608	pc	0
357	203	m	8
362	15520	m	0
37	196	app	19
37	23087	app	103
375	14455	m	4
399	234	m	0
4	309	m	14
400	95	m	0
403	8735	app	0
408	8523	app	5
414	168	pc	133
414	207	app	24
414	212	pc	25
463	168	app	81
463	212	app	12
471	611	m	9
483	609	m	120
497	145	m	0
5	14000	m	117
5	14419	pc	10
5	8717	m	0
505	14502	app	1
518	190	pc	1
518	95	m	28
5333	97	m	0
537	14455	m	0
5633	360	pc	0
5653	8735	app	0
5695	96	m	60
572	26523	app	0
5722	8608	pc	0
5898	37981	pc	0
5898	8523	pc	1
592	130	m	1
592	8516	pc	1
5942	8523	pc	0
606	196	app	5
606	23087	app	14
629	128	app	0
629	133	pc	0
629	8546	app	0
637	710	pc	1
645	609	m	9
669	207	m	0
6770	156	m	0
686	97	app	0
6921	310	m	4
697	8523	app	1
710	8493	m	1
7133	95	app	40
7154	14286	pc	0
722	133	app	1
7303	133	app	0
7303	14455	app	0
740	34806	app	0
751	128	pc	1
751	8546	pc	1
772	35828	app	0
776	35136	pc	0
79	35691	app	8
79	8523	pc	65
801	234	app	5
811	35721	pc	0
834	360	pc	0
837	309	m	6
845	111	m	49
845	29389	pc	1
845	34323	app	8
872	14000	app	7
8760	203	pc	0
891	14379	app	0
901	125	app	5
901	130	pc	0
901	8543	app	1
910	190	m	3
9146	14502	app	0
93	460	pc	15
9326	8659	pc	0
9357	125	m	14
9481	611	app	0
9704	196	pc	0
9717	8523	app	3
977	311	app	0
9837	14000	app	1
993	35694	pc	2
1	310	app	82
1	35691	pc	7
10015	125	m	4
10097	14379	pc	0
10115	8735	pc	0
10120	128	m	0
10159	360	m	0
1016	311	m	0
10171	14000	app	7
10198	310	app	1
102	22431	m	60
102	8493	pc	36
102	8516	m	488
10291	8523	pc	0
1039	710	app	0
10434	14455	pc	0
10492	360	m	0
10513	234	pc	0
10513	35694	m	0
10536	14326	pc	0
10552	156	m	0
10564	96	app	10
1057	190	m	0
1086	196	app	0
1096	15520	pc	0
12291	190	m	0
135	196	pc	6
135	23087	pc	6
13950	14455	m	2
147	34806	app	1
158	128	pc	28
158	8546	pc	11
16	14326	m	6
16	8608	app	4
172	360	app	46
172	8445	app	19
18	26523	pc	24
188	156	app	211
188	8558	m	35
202	128	pc	14
202	26520	pc	0
202	8546	pc	3
2032	130	app	1
2037	203	pc	1
2040	168	app	3
2040	212	app	1
2044	128	app	0
2044	14455	pc	2
2044	8546	app	0
2045	26523	pc	1
2047	8516	app	2
2052	35691	app	4
2052	710	pc	1
2053	34323	m	3
2054	8608	app	0
2247	95	app	22
2248	14363	app	0
2248	203	app	3
2284	8546	pc	0
2299	128	m	1
2299	8546	m	0
2325	609	pc	6
2328	611	m	0
2337	14526	app	0
2346	8493	pc	1
2346	8516	m	2
2363	111	pc	2
2363	36011	m	0
2364	14379	pc	0
2378	111	m	2
2380	8516	app	2
2381	199	m	0
2392	14455	m	0
2394	14000	app	3
2395	8493	app	0
2398	168	pc	2
2398	207	app	0
2398	212	pc	0
2404	14000	m	4
241	14526	m	3
2422	111	m	9
291	207	m	0
293	203	app	0
3	35828	app	15
3163	125	app	2
3163	130	pc	0
3163	8543	app	0
319	14001	pc	6
3237	8493	pc	0
3237	8516	m	6
330	111	app	14
330	234	pc	0
3328	35694	app	3
3350	14526	pc	0
3359	102	m	0
342	14379	app	10
342	41588	m	0
3445	14455	m	2
3445	311	app	0
357	130	app	0
367	15520	pc	0
369	128	app	0
37	14255	pc	6
37	24056	pc	0
37	35694	pc	18
37	8692	pc	1
385	609	m	47
394	207	pc	1
4	102	m	41
413	128	app	4
413	133	pc	2
413	8546	app	3
414	8659	pc	35
424	14455	pc	7
450	8493	m	0
455	203	app	1
463	35828	pc	0
463	8659	app	0
469	190	app	0
471	360	m	13
483	196	m	17
483	23087	m	36
497	234	app	2
520	310	m	0
520	611	pc	0
531	156	m	25
541	234	app	36
5695	125	m	15
5695	8543	m	0
5722	14455	m	3
5722	311	app	0
592	203	m	26
5958	8558	app	0
5959	609	m	0
606	35694	pc	5
606	8692	pc	0
623	460	m	14
645	23087	m	0
656	130	m	0
656	8516	pc	0
669	118	m	0
6752	14000	m	8
6770	111	m	0
6921	360	pc	0
700	130	m	0
700	8516	pc	1
7133	14000	pc	6
722	8608	m	6
740	14502	app	1
740	8444	app	4
